[2025-03-29 13:09:32,982] 27 root - INFO - Data Ingestion Start
[2025-03-29 13:09:33,052] 33 root - INFO - Data Read succesfully
[2025-03-29 13:09:33,228] 37 root - INFO - Succesfully saved raw data
[2025-03-29 13:09:33,228] 40 root - INFO - Performing train test split 
[2025-03-29 13:09:33,236] 42 root - INFO - train test split complete
[2025-03-29 13:09:33,376] 47 root - INFO - Succesfully save the Test and Train data
[2025-03-29 13:09:33,376] 48 root - INFO - Data Ingestion Complete
[2025-03-29 13:09:33,377] 24 root - INFO - Data transformation started
[2025-03-29 13:09:33,377] 46 root - INFO - Preprocessing pipelines created.
